,Player,Height (m),Weight (kg),Born,NBA_Rookie,NBA_Retired,Position,Birth Date,Pos,Team
3944,Marshall Plumlee,211.0,111.0,1990.0,2017.0,2017.0,C,"July 14, 1992",,
3945,Jakob Poeltl,213.0,112.0,1995.0,2017.0,2018.0,C,"October 15, 1995",,
3946,Alex Poythress,201.0,107.0,1993.0,2017.0,2018.0,F,"September 6, 1993",,
3947,Tim Quarterman,198.0,88.0,1994.0,2017.0,2017.0,G,"October 27, 1994",,
3948,Chasson Randle,188.0,83.0,1993.0,2017.0,2017.0,G,"February 5, 1993",,
3949,Malachi Richardson,198.0,92.0,1996.0,2017.0,2018.0,G,"January 5, 1996",,
3950,Domantas Sabonis,211.0,108.0,1996.0,2017.0,2018.0,F-C,"May 3, 1996",,
3951,Dario Saric,208.0,101.0,1994.0,2017.0,2018.0,F,"April 8, 1994",,
3952,Tomas Satoransky,201.0,95.0,1991.0,2017.0,2018.0,G,"October 30, 1991",,
3953,Wayne Selden,196.0,104.0,1994.0,2017.0,2018.0,G-F,"September 30, 1994",,
3954,Pascal Siakam,206.0,104.0,1994.0,2017.0,2018.0,F,"February 4, 1994",,
3955,Diamond Stone,211.0,115.0,1997.0,2017.0,2017.0,C,"February 10, 1997",,
3956,Edy Tavares,211.0,115.0,1997.0,2016.0,2017.0,C,"March 22, 1992",,
3957,Isaiah Taylor,190.0,77.0,1994.0,2017.0,2018.0,G,"July 11, 1994",,
3958,Mike Tobey,213.0,117.0,1994.0,2017.0,2017.0,C,"October 10, 1994",,
3959,Tyler Ulis,178.0,68.0,1996.0,2017.0,2018.0,G,"January 5, 1996",,
3960,Jarrod Uthoff,206.0,100.0,1993.0,2017.0,2017.0,F,"May 19, 1993",,
3961,Denzel Valentine,198.0,96.0,1993.0,2017.0,2018.0,G,"November 16, 1993",,
3962,Fred VanVleet,183.0,88.0,1994.0,2017.0,2018.0,G,"February 25, 1994",,
3963,Taurean Waller-Prince,183.0,88.0,1994.0,2017.0,2018.0,F,"March 22, 1994",,
3964,Okaro White,203.0,92.0,1992.0,2017.0,2018.0,F,"August 13, 1992",,
3965,Isaiah Whitehead,193.0,96.0,1995.0,2017.0,2018.0,G,"March 8, 1995",,
3966,Troy Williams,198.0,97.0,1969.0,2017.0,2018.0,F,"December 30, 1994",,
3967,Kyle Wiltjer,208.0,108.0,1992.0,2017.0,2017.0,F,"October 20, 1992",,
3968,Stephen Zimmerman,213.0,108.0,1996.0,2017.0,2017.0,C,"September 9, 1996",,
3969,Paul Zipser,203.0,97.0,1994.0,2017.0,2018.0,G-F,"February 18, 1994",,
3970,Ivica Zubac,216.0,120.0,1997.0,2017.0,2018.0,C,"March 18, 1997",,
3971,Kareem Abdul-Jabbar,,,,1970.0,1989.0,C,"April 16, 1947",,
3972,John Abramovic,,,,1947.0,1948.0,F,"February 9, 1919",,
3973,George Adams,,,,1973.0,1975.0,F-G,"May 15, 1949",,
3974,Bam Adebayo,,,,2018.0,2018.0,C-F,"July 18, 1997",,
3975,Matthew Aitch,,,,1968.0,1968.0,F,"September 21, 1944",,
3976,Bill Allen,,,,1968.0,1968.0,C-F,,,
3977,Jarrett Allen,,,,2018.0,2018.0,F-C,"April 21, 1998",,
3978,Kadeem Allen,,,,2018.0,2018.0,G,"January 15, 1993",,
3979,Willie Allen,,,,1972.0,1972.0,F,"February 8, 1949",,
3980,Andrew Anderson,,,,1968.0,1970.0,G,"July 6, 1945",,
3981,Ike Anigbogu,,,,2018.0,2018.0,F-C,"October 22, 1998",,
3982,OG Anunoby,,,,2018.0,2018.0,F,"July 17, 1997",,
3983,Tiny Archibald,,,,1971.0,1984.0,G,"September 2, 1948",,
3984,Ryan Arcidiacono,,,,2018.0,2018.0,G,"March 26, 1994",,
3985,Paul Arizin,,,,1951.0,1962.0,F-G,"April 9, 1928",,
3986,Jamel Artis,,,,2018.0,2018.0,G-F,"January 12, 1993",,
3987,Chet Aubuchon,,,,1947.0,1947.0,G,"May 18, 1916",,
3988,Johnny Bach,,,,1949.0,1949.0,F-G,"July 10, 1924",,
3989,Dwayne Bacon,,,,2018.0,2018.0,G,"August 30, 1995",,
3990,Henry Bacon,,,,1973.0,1973.0,G,"July 5, 1948",,
3991,Jimmie Baker,,,,1976.0,1976.0,F,"December 25, 1953",,
3992,Norm Baker,,,,1947.0,1947.0,G,"February 17, 1923",,
3993,Lonzo Ball,,,,2018.0,2018.0,G,"October 27, 1997",,
3994,Herschel Baltimore,,,,1947.0,1947.0,F,"June 21, 1921",,
3995,Walker Banks,,,,1971.0,1971.0,C,"August 26, 1947",,
3996,Charles Barkley,,,,1985.0,2000.0,F,"February 20, 1963",,
3997,Don Barksdale,,,,1952.0,1955.0,F-C,"March 31, 1923",,
3998,Nathaniel Barnett,,,,1976.0,1976.0,G,"January 29, 1953",,
3999,John Barr,,,,1947.0,1947.0,F,"August 8, 1918",,
4000,Mike Barrett,,,,1970.0,1973.0,G,"September 5, 1943",,
4001,Rick Barry,,,,1966.0,1980.0,F,"March 28, 1944",,
4002,Billy Ray Bates,,,,1980.0,1983.0,G,"May 31, 1956",,
4003,Lloyd Batts,,,,1975.0,1975.0,G-F,"May 9, 1951",,
4004,Frankie Baumholtz,,,,1947.0,1947.0,G,"October 7, 1918",,
4005,Elgin Baylor,,,,1959.0,1972.0,F,"September 16, 1934",,
4006,Howard Bayne,,,,1968.0,1968.0,F,"July 28, 1942",,
4007,Al Beard,,,,1968.0,1968.0,C,"April 27, 1942",,
4008,Charles Beasley,,,,1968.0,1971.0,G-F,"September 23, 1945",,
4009,John Beasley,,,,1968.0,1974.0,F-C,"February 5, 1944",,
4010,Zelmo Beaty,,,,1963.0,1975.0,C,"October 25, 1939",,
4011,Arthur Becker,,,,1968.0,1973.0,F,"January 12, 1942",,
4012,Moe Becker,,,,1947.0,1947.0,G-F,"February 24, 1917",,
4013,Bob Bedell,,,,1968.0,1971.0,F,"June 26, 1944",,
4014,Hank Beenders,,,,1947.0,1949.0,C-F,"June 2, 1916",,
4015,Jordan Bell,,,,2018.0,2018.0,F,"January 7, 1995",,
4016,Walt Bellamy,,,,1962.0,1975.0,C,"July 24, 1939",,
4017,Spider Bennett,,,,1969.0,1969.0,G,"August 4, 1943",,
4018,Larry Bergh,,,,1970.0,1970.0,F,"April 2, 1945",,
4019,Wesley Bialosuknia,,,,1968.0,1968.0,G,"June 8, 1945",,
4020,Hank Biasatti,,,,1947.0,1947.0,G,"January 14, 1922",,
4021,Lionel Billingy,,,,1975.0,1975.0,F-C,"August 31, 1952",,
4022,Dave Bing,,,,1967.0,1978.0,G,"November 24, 1943",,
4023,Khem Birch,,,,2018.0,2018.0,C-F,"September 28, 1992",,
4024,Jabari Bird,,,,2018.0,2018.0,G,"July 3, 1994",,
4025,Larry Bird,,,,1980.0,1992.0,F,"December 7, 1956",,
4026,Gale Bishop,,,,1949.0,1949.0,F,"June 4, 1922",,
4027,Antonio Blakeney,,,,2018.0,2018.0,G,"October 4, 1996",,
4028,Mike Bloom,,,,1948.0,1949.0,F-C,"January 14, 1915",,
4029,Bogdan Bogdanovic,,,,2018.0,2018.0,G,"August 18, 1992",,
4030,George Bon Salle,,,,1962.0,1962.0,F,"July 1, 1935",,
4031,Butch Booker,,,,1970.0,1970.0,C,"July 20, 1945",,
4032,Tommie Bowens,,,,1968.0,1970.0,F-C,"July 7, 1940",,
4033,Orbie Bowling,,,,1968.0,1968.0,C,"March 21, 1939",,
4034,Bill Bradley,,,,1968.0,1968.0,G,"June 16, 1941",,
4036,Jim Bradley,,,,1974.0,1976.0,F,"March 16, 1952",,
4037,Tony Bradley,,,,2018.0,2018.0,F-C,"January 8, 1998",,
4038,Al Brightman,,,,1947.0,1947.0,F,"September 22, 1923",,
4039,Aud Brindley,,,,1947.0,1947.0,F,"December 31, 1923",,
4040,Clarence Brookins,,,,1971.0,1971.0,F,,,
4041,Dillon Brooks,,,,2018.0,2018.0,G-F,"January 22, 1996",,
4042,Darrell Brown,,,,1949.0,1949.0,F,"March 14, 1923",,
4043,Harold Brown,,,,1947.0,1947.0,G,"October 2, 1923",,
4044,Larry Brown,,,,1968.0,1972.0,G,"September 14, 1940",,
4045,Leon Brown,,,,1947.0,1947.0,F,"October 12, 1919",,
4046,Sterling Brown,,,,2018.0,2018.0,G,"February 10, 1995",,
4047,Brian Brunkhorst,,,,1969.0,1969.0,F,"June 12, 1945",,
4048,George Bruns,,,,1973.0,1973.0,G,"August 30, 1946",,
4049,Thomas Bryant,,,,2018.0,2018.0,C,"July 31, 1997",,
4050,George Bucci,,,,1976.0,1976.0,G,"July 9, 1953",,
4051,Larry Bunce,,,,1968.0,1969.0,C,"July 29, 1945",,
4052,Bill Bunting,,,,1970.0,1972.0,F-C,"August 26, 1947",,
4053,David Bustion,,,,1973.0,1973.0,F,"August 30, 1949",,
4054,Mike Butler,,,,1969.0,1972.0,G,"October 22, 1946",,
4055,Walter Byrd,,,,1970.0,1970.0,F,,,
4056,Michael Bytzura,,,,1947.0,1947.0,F,"June 18, 1922",,
4057,Tom Callahan,,,,1947.0,1947.0,G,"June 2, 1921",,
4058,Ernie Calverley,,,,1947.0,1949.0,G,"January 30, 1924",,
4059,Frank Card,,,,1969.0,1973.0,F,"December 28, 1944",,
4060,Chet Carlisle,,,,1947.0,1947.0,F-C,"November 2, 1916",,
4061,Don Carlos,,,,1969.0,1969.0,G-F,"March 3, 1944",,
4062,Darel Carrier,,,,1968.0,1973.0,G,"October 26, 1940",,
4063,Joe Barry Carroll,,,,1981.0,1991.0,C-F,"July 24, 1958",,
4064,Alex Caruso,,,,2018.0,2018.0,G,"February 28, 1994",,
4065,Sam Cash,,,,1973.0,1973.0,F,"November 13, 1950",,
4066,Tyler Cavanaugh,,,,2018.0,2018.0,F,"February 9, 1994",,
4067,Al Cervi,,,,1950.0,1953.0,G-F,"February 12, 1917",,
4068,Wilt Chamberlain,,,,1960.0,1973.0,C,"August 21, 1936",,
4069,Wayne Chapman,,,,1969.0,1972.0,G-F,"June 15, 1945",,
4070,Stephen Chubin,,,,1968.0,1970.0,G,"February 8, 1944",,
4071,Richard Clark,,,,1968.0,1969.0,G,"January 5, 1944",,
4072,Gian Clavell,,,,2018.0,2018.0,G,"November 26, 1993",,
4073,John Clawson,,,,1969.0,1969.0,F,"May 15, 1944",,
4074,Antonius Cleveland,,,,2018.0,2018.0,G,"February 2, 1994",,
4075,Nat Clifton,,,,1951.0,1958.0,C-F,"October 13, 1922",,
4076,Bob Cluggish,,,,1947.0,1947.0,C,"September 18, 1917",,
4077,John Collins,,,,2018.0,2018.0,F,"September 23, 1997",,
4078,Zach Collins,,,,2018.0,2018.0,C-F,"November 19, 1997",,
4079,Kyle Collinsworth,,,,2018.0,2018.0,G-F,"October 3, 1991",,
4080,Joe Colone,,,,1949.0,1949.0,F,"January 23, 1924",,
4081,Glen Combs,,,,1969.0,1975.0,G,"October 30, 1946",,
4082,John Comeaux,,,,1968.0,1968.0,F,"September 15, 1943",,
4083,Jeffrey Congdon,,,,1968.0,1972.0,G,"October 17, 1943",,
4084,Larry Conley,,,,1968.0,1968.0,G,"January 22, 1944",,
4085,Jimmy Conner,,,,1976.0,1976.0,G,"March 20, 1953",,
4086,Chuck Connors,,,,1947.0,1948.0,F-C,"April 10, 1921",,
4087,Charles Cooke,,,,2018.0,2018.0,G,"July 1, 1994",,
4088,Ken Corley,,,,1947.0,1947.0,C,,,
4089,Matt Costello,,,,2018.0,2018.0,F,"August 5, 1993",,
4090,Bob Cousy,,,,1951.0,1970.0,G,"August 9, 1928",,
4091,Dave Cowens,,,,1971.0,1983.0,C-F,"October 25, 1948",,
4092,Torrey Craig,,,,2018.0,2018.0,G-F,"December 19, 1990",,
4093,Hal Crisler,,,,1947.0,1947.0,F,"December 31, 1923",,
4094,Russell Critchfield,,,,1969.0,1969.0,G,"June 27, 1946",,
4095,Bobby Croft,,,,1971.0,1971.0,C,"March 17, 1946",,
4096,Bill Crow,,,,1968.0,1968.0,G,"December 9, 1940",,
4097,Al Cueto,,,,1970.0,1971.0,C-F,"August 2, 1946",,
4098,Billy Cunningham,,,,1966.0,1976.0,F-C,"June 3, 1943",,
4099,Armand Cure,,,,1947.0,1947.0,F,"August 1, 1919",,
4100,Mike Dabich,,,,1968.0,1968.0,C,"December 27, 1942",,
4101,Howie Dallmar,,,,1947.0,1949.0,F,"May 24, 1922",,
4102,Louie Dampier,,,,1968.0,1979.0,G,"November 20, 1944",,
4103,Mel Daniels,,,,1968.0,1977.0,C,"July 20, 1944",,
4104,Adrian Dantley,,,,1977.0,1991.0,F-G,"February 28, 1956",,
4105,Ollie Darden,,,,1968.0,1970.0,F-C,"July 28, 1944",,
4106,Rick Darnell,,,,1976.0,1976.0,C-F,"January 1, 1953",,
4107,Mack Daughtry,,,,1971.0,1971.0,G,,,
4108,Bob Davies,,,,1949.0,1955.0,G-F,"January 15, 1920",,
4109,Aubrey Davis,,,,1947.0,1947.0,G-F,"March 28, 1921",,
4110,Bill Davis,,,,1947.0,1947.0,F,"October 3, 1920",,
4111,Lee Davis,,,,1969.0,1976.0,C-F,"October 11, 1945",,
4112,Warren Davis,,,,1968.0,1973.0,F-C,"June 30, 1943",,
4113,Willie Davis,,,,1971.0,1971.0,C,"August 9, 1945",,
4114,Jimmy Dawson,,,,1968.0,1968.0,G,"April 18, 1945",,
4115,Nando De Colo,,,,2013.0,2014.0,G,"June 23, 1987",,
4116,Billy DeAngelis,,,,1971.0,1971.0,G,"October 5, 1946",,
4117,Dave DeBusschere,,,,1963.0,1974.0,F-G,"October 16, 1940",,
4118,Don Dee,,,,1969.0,1969.0,F,"August 9, 1943",,
4119,Red Dehnert,,,,1947.0,1947.0,F,"January 24, 1924",,
4120,Vinny Del Negro,,,,1989.0,2002.0,G,"August 9, 1966",,
4121,Joe DePre,,,,1971.0,1973.0,G,"December 19, 1947",,
4122,Clyde Dickey,,,,1975.0,1975.0,G,"December 14, 1951",,
4123,John Dickson,,,,1968.0,1968.0,C,"November 18, 1945",,
4124,Craig Dill,,,,1968.0,1968.0,C,"December 17, 1944",,
4125,Dwaine Dillard,,,,1976.0,1976.0,F,"March 9, 1949",,
4126,Bob Dille,,,,1947.0,1947.0,F,"July 2, 1917",,
4127,Harry Dinnel,,,,1968.0,1968.0,F-G,,,
4128,Ron Dorsey,,,,1972.0,1972.0,F,"October 10, 1948",,
4129,Tyler Dorsey,,,,2018.0,2018.0,G,"February 14, 1996",,
4130,Damyean Dotson,,,,2018.0,2018.0,G,"May 6, 1994",,
4131,Jerry Dover,,,,1972.0,1972.0,G,"October 16, 1949",,
4132,Bill Downey,,,,1948.0,1948.0,C,"November 11, 1923",,
4133,Clyde Drexler,,,,1984.0,1998.0,G,"June 22, 1962",,
4134,Joe Dumars,,,,1986.0,1999.0,G,"May 24, 1963",,
4135,Rich Dumas,,,,1969.0,1969.0,G,,,
4136,Jarrett Durham,,,,1972.0,1972.0,F,"August 22, 1949",,
4137,Jack Dwan,,,,1949.0,1949.0,F-G,"May 3, 1921",,
4138,Penny Early,,,,1969.0,1969.0,G,"May 30, 1943",,
4139,Roy Ebron,,,,1974.0,1974.0,C,"August 31, 1951",,
4140,Charles Edge,,,,1974.0,1975.0,F,"February 23, 1950",,
4141,Bobby Edmonds,,,,1968.0,1970.0,F,"March 8, 1941",,
4142,Lonnie Eggleston,,,,1949.0,1949.0,G,"June 8, 1918",,
4143,Bulbs Ehlers,,,,1948.0,1949.0,F-G,"March 10, 1923",,
4144,Don Eliason,,,,1947.0,1947.0,F,"July 24, 1918",,
4145,Wayne Embry,,,,1959.0,1969.0,C-F,"March 26, 1937",,
4146,Ned Endress,,,,1947.0,1947.0,F-G,"March 2, 1918",,
4147,Alex English,,,,1977.0,1991.0,F,"January 5, 1954",,
4148,Jo Jo English,,,,1993.0,1995.0,G,"February 4, 1970",,
4149,Julius Erving,,,,1972.0,1987.0,F-G,"February 22, 1950",,
4150,Jack Eskridge,,,,1949.0,1949.0,C-F,"January 21, 1924",,
4151,Billy Evans,,,,1970.0,1970.0,G,"March 3, 1947",,
4152,Jawun Evans,,,,2018.0,2018.0,G,"July 26, 1996",,
4153,Joe Fabel,,,,1947.0,1947.0,F-G,"September 4, 1913",,
4154,Phil Farbman,,,,1949.0,1949.0,F,"April 3, 1924",,
4155,Bob Faught,,,,1947.0,1947.0,F,"September 2, 1921",,
4156,Warren Fenley,,,,1947.0,1947.0,F,"February 8, 1922",,
4157,Terrance Ferguson,,,,2018.0,2018.0,G-F,"May 17, 1998",,
4158,Bobby Fields,,,,1972.0,1972.0,G,"October 20, 1949",,
4159,Larry Finch,,,,1974.0,1975.0,G,"February 16, 1951",,
4160,Richard Fisher,,,,1972.0,1972.0,F,"October 27, 1948",,
4161,Bob Fitzgerald,,,,1947.0,1949.0,F-C,"March 14, 1923",,
4162,Dick Fitzgerald,,,,1947.0,1948.0,F,"November 18, 1920",,
4163,Bob Ford,,,,1973.0,1973.0,F,"January 26, 1950",,
4164,Donnie Forman,,,,1949.0,1949.0,G,"January 17, 1926",,
4165,Jimmy Foster,,,,1975.0,1976.0,G,"December 16, 1951",,
4166,Calvin Fowler,,,,1970.0,1970.0,G,"February 11, 1940",,
4167,De'Aaron Fox,,,,2018.0,2018.0,G,"December 20, 1997",,
4168,Nat Frankel,,,,1947.0,1947.0,F-G,"November 3, 1913",,
4169,William Franklin,,,,1973.0,1976.0,F,"October 19, 1949",,
4170,Ronald Franz,,,,1968.0,1973.0,F,"October 20, 1945",,
4171,Walt Frazier,,,,1968.0,1980.0,G,"March 29, 1945",,
4172,World B. Free,,,,1976.0,1988.0,G,"December 9, 1953",,
4173,Frido Frey,,,,1947.0,1947.0,F,"October 26, 1921",,
4174,Frank Fucarino,,,,1947.0,1947.0,F,"July 24, 1920",,
4175,Herm Fuetsch,,,,1948.0,1948.0,G,"July 6, 1918",,
4176,Joe Fulks,,,,1947.0,1954.0,F-C,"October 26, 1921",,
4177,Carl Fuller,,,,1971.0,1972.0,C,"January 10, 1946",,
4178,Markelle Fultz,,,,2018.0,2018.0,G,"May 29, 1998",,
4179,Bill Gaines,,,,1969.0,1969.0,G,"March 10, 1946",,
4180,David Gaines,,,,1968.0,1968.0,G,"February 27, 1942",,
4181,Harry Gallatin,,,,1949.0,1958.0,F-C,"April 26, 1927",,
4182,Bob Gantt,,,,1947.0,1947.0,F-C,"June 22, 1922",,
4183,Chuck Gardner,,,,1968.0,1968.0,F,"September 30, 1944",,
4184,Earl Gardner,,,,1949.0,1949.0,F,"September 18, 1923",,
4185,Kenneth Gardner,,,,1976.0,1976.0,F,"September 27, 1949",,
4186,Jack Garfinkel,,,,1947.0,1949.0,G,"June 13, 1918",,
4187,Bill Garner,,,,1968.0,1968.0,C,"June 17, 1940",,
4188,George Gervin,,,,1973.0,1986.0,G-F,"April 27, 1952",,
4189,Gorham Getchell,,,,1947.0,1947.0,C,"August 14, 1920",,
4190,Jack Gillespie,,,,1970.0,1970.0,F,"October 1, 1947",,
4191,Gene Gillette,,,,1947.0,1947.0,F,,,
4192,Artis Gilmore,,,,1972.0,1988.0,C,"September 21, 1949",,
4193,George Glamack,,,,1949.0,1949.0,C-F,"June 7, 1918",,
4194,Tom Gola,,,,1956.0,1966.0,G-F,"January 13, 1933",,
4195,Ben Goldfaden,,,,1947.0,1947.0,F,"September 6, 1913",,
4196,Gail Goodrich,,,,1966.0,1979.0,G,"April 23, 1943",,
4197,Pop Goodwin,,,,1947.0,1948.0,F-C,"December 22, 1920",,
4198,Leo Gottlieb,,,,1947.0,1948.0,G,"November 28, 1920",,
4199,Gerald Govan,,,,1968.0,1976.0,F-C,"January 2, 1942",,
4200,Calvin Graham,,,,1968.0,1968.0,G,"June 7, 1944",,
4201,Wyndol Gray,,,,1947.0,1948.0,G-F,"March 20, 1922",,
4202,Hal Greer,,,,1959.0,1973.0,G-F,"June 26, 1936",,
4203,Dennis Grey,,,,1969.0,1970.0,C-F,"August 26, 1947",,
4204,Woody Grimshaw,,,,1947.0,1947.0,G,"September 24, 1919",,
4205,Mike Grosso,,,,1972.0,1972.0,C,"September 7, 1947",,
4206,Dick Grubar,,,,1970.0,1970.0,G,"July 26, 1947",,
4207,Richie Guerin,,,,1957.0,1970.0,G,"May 29, 1932",,
4208,Coulby Gunther,,,,1947.0,1949.0,F,"February 5, 1923",,
4209,Jim Hadnot,,,,1968.0,1968.0,C-F,"January 15, 1940",,
4210,Cliff Hagan,,,,1957.0,1970.0,F-G,"December 9, 1931",,
4211,Tom Hagan,,,,1970.0,1971.0,G,"January 29, 1947",,
4212,Hal Hale,,,,1968.0,1968.0,G,"September 21, 1945",,
4213,Daniel Hamilton,,,,2018.0,2018.0,G-F,"August 8, 1995",,
4214,Joe Hamilton,,,,1971.0,1976.0,G,"July 5, 1948",,
4215,Ralph Hamilton,,,,1949.0,1949.0,G-F,"June 10, 1921",,
4216,Julian Hammond,,,,1968.0,1972.0,F,"May 27, 1943",,
4217,Joe Hamood,,,,1968.0,1968.0,G,"September 7, 1943",,
4218,Cecil Hankins,,,,1947.0,1948.0,G,"January 6, 1922",,
4219,Alex Hannum,,,,1950.0,1957.0,F-C,"July 19, 1923",,
4220,Darrell Hardy,,,,1968.0,1968.0,F,,,
4221,Ira Harge,,,,1968.0,1973.0,C,"March 14, 1941",,
4222,Billy Harris,,,,1975.0,1975.0,G,"November 12, 1951",,
4223,Josh Hart,,,,2018.0,2018.0,G,"March 6, 1995",,
4224,John Havlicek,,,,1963.0,1978.0,F-G,"April 8, 1940",,
4225,Connie Hawkins,,,,1968.0,1976.0,F-C,"July 17, 1942",,
4226,Elvin Hayes,,,,1969.0,1984.0,F-C,"November 17, 1945",,
4227,Jim Hayes,,,,1971.0,1971.0,G,"February 18, 1948",,
4228,Spencer Haywood,,,,1970.0,1983.0,F-C,"April 22, 1949",,
4229,John Hazen,,,,1949.0,1949.0,G,"March 2, 1927",,
4230,Tom Heinsohn,,,,1957.0,1965.0,F-C,"August 26, 1934",,
4231,Charles Hentz,,,,1971.0,1971.0,F,"September 13, 1947",,
4232,Dan Hester,,,,1971.0,1971.0,F,"November 8, 1948",,
4233,Jack Hewson,,,,1948.0,1948.0,F-C,"September 7, 1924",,
4234,Nat Hickey,,,,1948.0,1948.0,G-F,"January 30, 1902",,
4235,Bill Higgins,,,,1975.0,1975.0,G,"December 15, 1952",,
4236,Earle Higgins,,,,1971.0,1971.0,F,"December 30, 1946",,
4237,Simmie Hill,,,,1970.0,1974.0,F,"November 14, 1946",,
4238,Art Hillhouse,,,,1947.0,1948.0,C,"June 12, 1916",,
4239,Mel Hirsch,,,,1947.0,1947.0,G,"July 31, 1921",,
4240,Charlie Hoefer,,,,1947.0,1948.0,G,"September 16, 1921",,
4241,Doug Holcomb,,,,1949.0,1949.0,F,"February 9, 1925",,
4242,John Holland,,,,2018.0,2018.0,G-F,"November 6, 1988",,
4243,Dennis Holman,,,,1968.0,1968.0,G,"October 8, 1945",,
4244,Dick Holub,,,,1948.0,1948.0,C,"October 29, 1921",,
4245,Red Holzman,,,,1949.0,1954.0,G,"August 10, 1920",,
4246,Bobby Hooper,,,,1969.0,1969.0,G,"December 22, 1946",,
4247,Carroll Hooser,,,,1968.0,1968.0,F,"March 5, 1944",,
4248,Bob Houbregs,,,,1954.0,1958.0,C-F,"March 12, 1932",,
4249,Bailey Howell,,,,1960.0,1971.0,F,"January 20, 1937",,
4250,Bob Hubbard,,,,1948.0,1949.0,C-F,"December 27, 1922",,
4251,Hot Rod Hundley,,,,1958.0,1963.0,G,"October 26, 1934",,
4252,Vince Hunter,,,,2018.0,2018.0,F,"August 5, 1994",,
4253,Roy Hurley,,,,1947.0,1947.0,F-G,"August 12, 1922",,
4254,Paul Huston,,,,1948.0,1948.0,F,"June 2, 1925",,
4255,Ervin Inniger,,,,1968.0,1969.0,G,"January 16, 1945",,
4256,George Irvine,,,,1971.0,1976.0,F-G,"February 1, 1948",,
4257,Jonathan Isaac,,,,2018.0,2018.0,F,"October 3, 1997",,
4258,Dan Issel,,,,1971.0,1985.0,C-F,"October 25, 1948",,
4259,Allen Iverson,,,,1997.0,2010.0,G,"June 7, 1975",,
4260,Willie Iverson,,,,1969.0,1969.0,G,"October 8, 1945",,
4261,Elvin Ivory,,,,1969.0,1969.0,F,"July 2, 1948",,
4262,Wesley Iwundu,,,,2018.0,2018.0,F,"December 20, 1994",,
4263,Warren Jabali,,,,1969.0,1975.0,G-F,"August 29, 1946",,
4264,Josh Jackson,,,,2018.0,2018.0,F-G,"February 10, 1997",,
4265,Justin Jackson,,,,2018.0,2018.0,G-F,"March 28, 1995",,
4266,Mervin Jackson,,,,1969.0,1973.0,G,"August 15, 1946",,
4267,Mike Jackson,,,,1973.0,1976.0,F,"July 31, 1949",,
4268,Phil Jackson,,,,1968.0,1980.0,F-C,"September 17, 1945",,
4269,Fred Jacobs,,,,1947.0,1947.0,F,"December 2, 1922",,
4270,Billy James,,,,1974.0,1974.0,G,"February 11, 1950",,
4271,John Janisch,,,,1947.0,1948.0,F-G,"March 15, 1920",,
4272,Jim Jarvis,,,,1968.0,1969.0,G,"March 3, 1943",,
4273,Buddy Jeannette,,,,1948.0,1950.0,G,"September 15, 1917",,
4274,Hal Jeter,,,,1970.0,1970.0,G,"May 17, 1945",,
4275,Dakari Johnson,,,,2018.0,2018.0,C,"September 22, 1995",,
4276,Dennis Johnson,,,,1977.0,1990.0,G,"September 18, 1954",,
4277,Ed Johnson,,,,1969.0,1971.0,C,"June 17, 1944",,
4278,Gus Johnson,,,,1964.0,1973.0,F-C,"December 13, 1938",,
4279,Harold Johnson,,,,1947.0,1947.0,C,"January 30, 1920",,
4280,Magic Johnson,,,,1980.0,1996.0,G-F,"August 14, 1959",,
4281,Stew Johnson,,,,1968.0,1976.0,F-C,"August 19, 1944",,
4282,Neil Johnston,,,,1952.0,1959.0,C,"February 4, 1929",,
4283,Collis Jones,,,,1972.0,1975.0,F,"July 3, 1949",,
4284,Jalen Jones,,,,2018.0,2018.0,G,"May 27, 1993",,
4285,K.C. Jones,,,,1959.0,1967.0,G,"May 25, 1932",,
4286,Sam Jones,,,,1958.0,1969.0,G-F,"June 24, 1933",,
4287,Wah Wah Jones,,,,1950.0,1952.0,F,"July 14, 1926",,
4288,Charles Jordan,,,,1976.0,1976.0,F,"January 31, 1954",,
4289,Michael Jordan,,,,1985.0,2003.0,G-F,"February 17, 1963",,
4290,Johnny Jorgensen,,,,1948.0,1949.0,G-F,"December 28, 1921",,
4291,Roger Jorgensen,,,,1947.0,1947.0,C-F,"September 2, 1920",,
4292,Kevin Joyce,,,,1974.0,1976.0,G,"June 27, 1951",,
4293,Butch Joyner,,,,1969.0,1969.0,F,"April 26, 1945",,
4294,Whitey Kachan,,,,1949.0,1949.0,G,"September 15, 1925",,
4295,Ralph Kaplowitz,,,,1947.0,1948.0,G-F,"May 18, 1919",,
4296,Tony Kappen,,,,1947.0,1947.0,G,"April 13, 1919",,
4297,Ed Kasid,,,,1947.0,1947.0,G,"August 13, 1923",,
4298,Wilbert Kautz,,,,1947.0,1947.0,G-F,"September 7, 1915",,
4299,Bill Keller,,,,1970.0,1976.0,G,"August 30, 1947",,
4300,Gary Keller,,,,1968.0,1969.0,F-C,"June 13, 1944",,
4301,Ken Keller,,,,1947.0,1947.0,G,"August 16, 1922",,
4302,Arvesta Kelly,,,,1968.0,1972.0,G,"November 20, 1945",,
4303,Jerry Kelly,,,,1947.0,1948.0,F,"June 14, 1918",,
4304,Tom Kelly,,,,1949.0,1949.0,G,"March 5, 1924",,
4305,Luke Kennard,,,,2018.0,2018.0,G,"June 24, 1996",,
4306,Tom Kerwin,,,,1968.0,1968.0,F,"July 7, 1944",,
